,HTP,ATP,HM1_D,HM1_L,HM1_W,HM2_D,HM2_L,HM2_W,HM3_D,HM3_L,HM3_W,AM1_D,AM1_L,AM1_W,AM2_D,AM2_L,AM2_W,AM3_D,AM3_L,AM3_W,HTGD,ATGD,DiffFormPts
562,-0.20244639630553576,-0.3009129570474489,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1.963401992539719,1.5560152171381394,0.25
563,-0.507637791466382,-0.3796747222978219,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,-1.0284214654867005,-0.013847732356460828,-0.375
564,-0.4721504199360511,-0.45843648754819477,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,-1.0284214654867005,-0.3927801684413644,-0.25
565,-0.30890851089652865,-0.4369560061162749,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1.0930533502047606,-0.3927801684413644,0.08333333333333333
566,-0.3160059852025948,-0.5801592156624075,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0.8754661896210209,-2.070909528245937,-0.04166666666666666
567,-0.35859083103899203,-0.5157177713666479,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0.5490854487454114,-1.31304465607613,0.20833333333333331
568,-0.4721504199360511,-0.45843648754819477,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,-1.4635957866541798,-0.6634461942162955,-0.20833333333333331
569,-0.39407820256932297,-0.3939950432524351,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0.22270470786980207,0.20268508826348403,0.125
570,-0.47839619732538935,-0.45843648754819477,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,-1.0393008235158876,-0.6374622557419021,-0.16
571,-0.4443283206562716,-0.3003401442092644,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,-0.30820796395452255,1.0774776835680613,0.08
572,-0.4034468686533303,-0.3072138982674788,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0.10955938436625749,0.9735419296704878,-0.12
